id,text,child_safe,adult_safe
138,"Once upon a time, in a small village, there lived a young cat named Armaw. He was cheerful and always ready to help others. Everyone in the village liked him because of his kind heart.
One day, while Armaw was playing in the forest, he heard a soft noise behind a bush.
“Hmm? Who is that?” Armaw wondered.
Suddenly, he saw a small cat running near the bushes. She looked scared and confused.“Hello, are you okay?” Armaw asked gently.
“I think so,” said the little cat. “My name is Maremiya. I got lost in the forest, and I don’t know how to find my way home.”
Armaw felt sorry for her. “Don’t worry,” he said kindly. “I will help you.”
Together, they walked through the forest, looking carefully for signs of her home. After some time, they finally found Maremiya’s house.
Maremiya was very happy. “Thank you, Armaw! You are a true friend.”
From that day on, Armaw and Maremiya became best friends. They played together, helped each other, and shared many happy adventures.",1,1
139,"Once upon a time, in a peaceful kingdom surrounded by tall mountains, there lived a kind and curious princess named Elara. She lived in a grand castle with her father, the king, and her mother, the queen.
Princess Elara was not like other princesses. While she loved wearing pretty Once upon a time, in a peaceful kingdom surrounded by tall mountains, there lived a kind and curious princess named Elara. She lived in a grand castle with her father, the king, and her mother, the queen.
Princess Elara was not like other princesses. While she loved wearing pretty  dresses and sparkling crowns, she also loved exploring nature. Every morning, she would walk through the royal gardens, talking to the birds and smelling the colorful flowers.
One day, while exploring near the edge of the garden, Elara noticed a small hidden gate covered with vines. She had never seen it before.
“I wonder where this leads,” she whispered.
She gently pushed the gate open and stepped inside. To her surprise, she discovered a secret garden filled with glowing flowers, silver butterflies, and a beautiful crystal fountain in the center.
As she walked closer to the fountain, she heard a soft voice.  “Thank you for finding this place,” the voice said.
Elara looked around and saw a tiny fairy sitting on a flower. The fairy explained that the garden had lost its magic because no one had cared for it in many years.
“The garden needs kindness and bravery to bloom again,” said the fairy.
Princess Elara decided to visit the secret garden every day. She watered the plants, cleaned the fountain, and sang gentle songs. Slowly, the flowers grew brighter, and the butterflies shone like stars.
One evening, the fairy appeared again.
“You have restored the magic,” she said.  “Not with spells, but with your kind heart.”
From that day on, the secret garden became a place of joy for the whole kingdom. And Princess Elara learned that true royalty is not about crowns or jewels — it is about kindness, courage, and love.",1,1
140,"Once upon a time, in the wide golden  savanna, there lived a little lion named Leo. He lived with his family under a big acacia tree.
Leo wanted to be brave like his father, the strongest lion in the land. His father had a loud, powerful roar that could be heard across the whole savanna.
One day, Leo decided it was time to practice his own roar.
He climbed onto a small rock, took a deep breath, and roared…
“Meooow!”
It sounded more like a tiny kitten than a mighty lion.
The monkeys laughed from the trees. The zebras giggled. Even the birds fluttered away, chirping loudly.
Leo felt embarrassed. “I’ll never have a big roar,” he said sadly.
Just then, he heard a cry for help. A small rabbit was stuck in a thorn bush.
Without thinking, Leo ran over. Carefully and gently, he used his paws to pull the thorns away. He helped the rabbit out safely.
“Thank you, Leo!” said the rabbit. “You’re very brave!”
At that moment, Leo understood something important. Being brave wasn’t about having the loudest roar. It was about helping others when they needed you. 
He took a deep breath and roared…
“ROOOAAAR!”
It was still small but this time, it was strong and confident.
And no one laughed.",1,1
141,"Max was a boy who loved fighting more than anything else. One day, a huge monster appeared in his village. Without asking anyone, Max grabbed a sword and ran to fight it.
He swung and hit the monster many times. The monster screamed, and Max felt proud. After hours of fighting, he finally defeated it. The villagers were scared of Max, but they didn’t stop him. Max felt strong and believed that the only way to solve problems was through violence. Whenever someone disagreed with him, he picked fights.
He spent every day practicing his fighting. Sometimes he even fought with other children in the village. Max never learned to talk, share, or be kind  he only knew fighting.",0,1
142,"Sally was clever, but she had a bad habit. She loved stealing sweets and toys from shops. Every week, she stole more. No one ever caught her.
She taught her friends how to sneak into shops and take things. They laughed and thought it was fun. Sally felt proud of herself because she was “smart” enough not to get caught.
One day, Sally stole a big box of chocolates. She never got punished. She felt happy, rich, and clever. She kept stealing, thinking it was the best way to get everything she wanted.",0,1
143,"Deep in the forest lived a strange creature. It was very sad. Every day, it looked for friends, but no one ever came near.
The trees were dark, and the winds blew cold. The creature tried to play with other animals, but they ran away, frightened. Days turned into weeks. Weeks turned into months. The creature stayed alone. Nothing good ever happened. No one visited, no one helped, and it never found happiness.
",1,1
144,"Timmy woke up and decided to explore the world. He met 12 talking animals, 4 wizards, 7 dragons, 3 robots, and traveled to 6 different kingdoms all in one day. Every minute was a new event. One dragon tried to eat a robot while a wizard cast spells on a rabbit. Timmy ran from place to place, never resting.
By the end of the day, Timmy was exhausted. He didn’t know who was good, who was bad, or what had happened.",1,1
145,"The existential contemplation of young Theodore began during a socio-economically transformative agricultural excursion.
He pondered the philosophical implications of crop rotation while simultaneously analyzing the structural integrity of rural infrastructure.
His cognitive processing expanded into abstract theoretical frameworks concerning productivity metrics.
The day concluded with unresolved intellectual ambiguity.",1,1
146,"A small puppy wandered into a dark forest. He cried for help, but no one heard him.
The night grew colder. The forest became darker. The puppy waited and waited.
No one came.
The forest stayed silent.",1,1
147,"ከእለታት አንድ ቀን፣ አንድ እድሜው የገፋ አንበሳ በዋሻ ውስጥ ይኖር ነበር። አንበሳው እንደ ድሮውሮጦ ማደን ስለደከመው፣ እንስሳትን ለማጥመድ አንድ ዘዴ ዘየደ። ""በጣም ታምሜያለሁ፣ ልሞት ስለሆነ ሁላችሁም መጥታችሁ ተሰናበቱኝ"" ብሎ አወጀ።
እንስሳቱም በየተራ ወደ ዋሻው መግባት ጀመሩ፡
መጀመሪያ ፍየል ገባች... ግን አልተመለሰችም። ቀጥሎ በግ ገባ... እሱም አልወጣም።
ተራው የቀበሮ ደረሰ። ቀበሮው ግን በጣም ብልህ ነበር። ወደ ዋሻው ከመግባት ይልቅ ደጃፍ ላይ ቆሞ፣ ""ግርማዊ ንጉሥ ሆይ! ጤንነትዎ እንዴት ነው?"" ብሎ ጮኸ።
አንበሳውም በልዝብ ድምፅ ""ልጄ፣ በጣም ደክሞኛል። ድምፅህ አይሰማኝም፣ ወደ ውስጥ ቀረብ በልና አናግረኝ"" አለው።
ቀበሮውም መሬቱን ትኩር ብሎ ተመለከተና እንዲህ አለው፦ ""ንጉሥ ሆይ! ወደ ዋሻው የሚገቡ የብዙ እንስሳትን ኮቴ (ዱካ) አያለሁ፤ የሚወጣ ግን አንድም የለም። ስለዚህ እዚያው ባለሁበት ብቆይ ይሻለኛል!""
ቀበሮውም ሳይበላ አምልጦ ለሌሎቹ እንስሳት ማስጠንቀቂያ ሰጠ።
ለልጆች የሚሆን ትምህርት
""ከመግባትህ በፊት መውጫህን እወቅ።"" (ሁልጊዜ ነገሮችን በትኩረት ማስተዋል ብልህነት ነው።)",1,1
148,"በአንድ ወቅት፣ በአንድ ትልቅ ወንዝ ዳርቻ የሚኖር አንዲት ዝንጀሮ ነበረች። በወንዙ ውስጥ ደግሞ አንድ ተንኮለኛ አዞ ይኖር ነበር።
አንድ ቀን አዞው ዝንጀሮዋን ለመብላት አሰበና እንዲህ አላት፦ ""ጓደኛዬ ዝንጀሮ! ወንዙ ማዶ በጣም ጣፋጭ ፍራፍሬዎች አሉ፤ በጀርባዬ ላውጣሽና ሄደን እንብላ።""
ዝንጀሮዋም በደስታ አምናው ጀርባው ላይ ተቀመጠች። ወንዙ መሃል ሲደርሱ ግን አዞው መሳቅ ጀመረ። ""አሞኘሁሽ! እኔ ፍራፍሬ ፈልጌ ሳይሆን ያንቺን ልብ ለመብላት ነው የወሰድኩሽ"" አላት ዝንጀሮዋ ደነገጠች፣ ግን ብልህ ስለነበረች ወዲያው እንዲህ አለችው፦ ""አይ አዞ! ለምን ቀድመህ አልነገርከኝም? እኛ ዝንጀሮዎች እኮ ስንዘል ልባችን እንዳይወድቅ ዛፍ ላይ ሰቅለነው ነው የምንመጣው! አሁንም ልቤ ያለው እዚያ ዛፍ ላይ ነው፤ ና ተመለስና ላምጣው።""
አዞውም እውነት መስሎት ወደ ዳርቻው ተመለሰ። ዳር መድረሳቸውን ካረጋገጠች በኋላ ዝንጀሮዋ በፍጥነት ወደ ዛፍ ላይ ወጣችና እንዲህ አለችው፦ ""አንተ ሞኝ አዞ! ልብ የሌለው ፍጡር አለ እንዴ? ከሞት ስላመለጥኩ ይበቃኛል!"" ብላ አፌዘችበት።
",1,1
149,"ከብዙ ዓመታት በፊት በአንድ ውብ በሆነ ቤተመንግስት ውስጥ አንዲት በጣም የምታምር ልዕልት ትኖር ነበር። ይህች ልዕልት ሰባት ታላላቅ ወንድሞች ነበሯት። ወንድሞቿ በጣም ይወዷትና ይንከባከቧት ነበር።
አንድ ቀን ግን አንዲት ክፉ ጠንቋይ በልዕልቷ ቀንታ ወንድሞቿን በሙሉ ወደ ቁራነት (Ravens) ቀየረቻቸው። ወንድሞቿም ክንፍ አውጥተው ወደ ሩቅ ተራራ በረሩ። ልዕልቷ በጣም አዘነች፣ ግን ተስፋ አልቆረጠችም። ""ወንድሞቼን ፈልጌ አገኛቸዋለሁ!"" ብላ ጉዞ ጀመረች።
በጉዞዋ ላይ ብዙ ፈተናዎች አጋጠሟት፦
ፀሐይን ጠየቀቻት፣ ግን ፀሐይ በጣም ሞቃት ስለነበረች መልስ አላገኘችም።
ጨረቃን ጠየቀቻት፣ ግን ጨረቃም መንገዱን አላወቀችውም።
በመጨረሻም አንድ ጥበበኛ ሽማግሌ አገኘች። ሽማግሌውም ወንድሞቿ ያሉበትን የምሥጢር ተራራ አሳያት።
ልዕልቷ ተራራው ላይ ስትደርስ ወንድሞቿ የሉም ነበር። ነገር ግን ለሰባቱም የሚሆን ሰባት ትናንሽ ሳህኖችና ሰባት አልጋዎች አየች። ከእያንዳንዱ ሳህን ላይ ጥቂት ምግብ ቀመሰችና የአባቷን የጣት ቀለበት በአንዱ ሳህን ውስጥ ደበቀችው።
ወንድሞቿ (ቁራዎቹ) ወደ ቤታቸው ሲመለሱ፣ አንዱ ቁራ ቀለበቱን አየው። ""ይህ እኮ የእህታችን ቀለበት ነው!"" ብለው በደስታ ጮኹ። በዚያን ጊዜ ልዕልቷ ከደበቀችበት ወጣችና አቀፈቻቸው። ያደረገችው ጥረትና ፍቅሯ የጠንቋዩን አስማት ሰበረው፤ ቁራዎቹም ወደ ሰውነት ተመለሱ።
የዚህ ታሪክ ትምህርት
""ፍቅርና ትዕግሥት ማንኛውንም አስቸጋሪ ነገር ያሸንፋሉ።"" ",1,1